transaction_id,customer_id,amount,currency,transaction_type,merchant_category,timestamp,is_flagged,account_balance
TXN_00001822,CUST_0161,25.7,USD,WITHDRAWAL,DINING,2024-02-16 10:22:27,False,95612.76
TXN_00005504,CUST_0137,60.78,EUR,TRANSFER,TRAVEL,2024-02-16 10:50:58,False,25737.7
TXN_00003520,CUST_0038,327.86,EUR,WITHDRAWAL,GROCERY,2024-02-16 11:00:07,False,22597.21
TXN_00000249,CUST_0129,66.28,USD,PURCHASE,UTILITIES,2024-02-16 11:03:11,False,68901.14
TXN_00002382,CUST_0192,345.43,EUR,WITHDRAWAL,HEALTHCARE,2024-02-16 11:21:27,False,36205.78
TXN_00003027,CUST_0077,455.47,GBP,WITHDRAWAL,TRAVEL,2024-02-16 12:04:24,False,30258.25
TXN_00001613,CUST_0138,324.96,EUR,PURCHASE,TRAVEL,2024-02-16 12:42:43,False,7639.88
TXN_00006482,CUST_0071,8702.07,EUR,PURCHASE,ELECTRONICS,2024-02-16 13:30:07,False,36305.86
TXN_00003154,CUST_0092,1595.23,EUR,PURCHASE,DINING,2024-02-16 13:52:25,False,1829.78
TXN_00004605,CUST_0058,250.2,EUR,WITHDRAWAL,GROCERY,2024-02-16 14:07:13,False,75504.71
TXN_00007122,CUST_0164,151.78,EUR,PURCHASE,HEALTHCARE,2024-02-16 14:07:22,True,69509.58
TXN_00003685,CUST_0081,41.7,EUR,PURCHASE,HEALTHCARE,2024-02-16 14:49:18,False,21962.19
TXN_00003307,CUST_0158,61.98,USD,WITHDRAWAL,GROCERY,2024-02-16 15:45:38,False,88078.13
TXN_00008240,CUST_0118,35.23,EUR,WITHDRAWAL,TRAVEL,2024-02-16 16:12:41,False,80425.89
TXN_00004011,CUST_0049,1062.03,EUR,PURCHASE,UTILITIES,2024-02-16 16:17:21,False,97416.61
TXN_00001393,CUST_0040,212.37,EUR,WITHDRAWAL,ELECTRONICS,2024-02-16 16:52:53,False,5978.36
TXN_00006734,CUST_0050,37.11,EUR,WITHDRAWAL,DINING,2024-02-16 17:29:58,False,25212.32
TXN_00009937,CUST_0168,135.25,USD,PURCHASE,HEALTHCARE,2024-02-16 18:48:52,False,45493.06
TXN_00005284,CUST_0091,173.91,EUR,PURCHASE,UTILITIES,2024-02-16 19:10:25,False,78676.14
TXN_00005251,CUST_0195,-44.05,EUR,REFUND,UTILITIES,2024-02-16 19:20:49,False,95645.2
TXN_00005138,CUST_0032,367.57,EUR,PURCHASE,HEALTHCARE,2024-02-16 20:05:18,False,13454.54
TXN_00006336,CUST_0128,4411.73,EUR,PURCHASE,HEALTHCARE,2024-02-16 20:12:54,False,51522.0
TXN_00008629,CUST_0190,1415.0,USD,WITHDRAWAL,TRAVEL,2024-02-16 20:49:52,False,54681.11
TXN_00003038,CUST_0171,122.97,EUR,TRANSFER,ELECTRONICS,2024-02-16 23:09:27,False,46899.81
TXN_00006521,CUST_0070,84.3,USD,WITHDRAWAL,GROCERY,2024-02-17 04:09:14,False,57065.05
TXN_00007450,CUST_0015,2410.0,USD,WITHDRAWAL,HEALTHCARE,2024-02-17 04:59:03,False,1745.79
TXN_00005509,CUST_0136,-136.46,EUR,REFUND,GROCERY,2024-02-17 07:17:27,False,43918.48
TXN_00001076,CUST_0101,261.46,EUR,PURCHASE,DINING,2024-02-17 07:39:35,False,29668.87
TXN_00004840,CUST_0081,660.17,EUR,WITHDRAWAL,GROCERY,2024-02-17 08:24:36,False,59394.68
TXN_00008513,CUST_0109,184.12,EUR,WITHDRAWAL,UTILITIES,2024-02-17 08:38:02,False,3856.27
TXN_00001972,CUST_0197,731.15,GBP,TRANSFER,GROCERY,2024-02-17 09:21:38,False,94641.56
TXN_00005279,CUST_0065,85.03,EUR,WITHDRAWAL,GROCERY,2024-02-17 10:01:10,False,95681.03
TXN_00008130,CUST_0086,536.87,EUR,PURCHASE,TRAVEL,2024-02-17 10:45:21,False,36080.47
TXN_00009255,CUST_0075,868.27,EUR,PURCHASE,GROCERY,2024-02-17 10:52:19,False,65493.9
TXN_00007345,CUST_0033,37.13,EUR,WITHDRAWAL,TRAVEL,2024-02-17 11:43:18,False,72164.3
TXN_00008194,CUST_0060,513.81,EUR,TRANSFER,TRAVEL,2024-02-17 12:53:03,False,79560.51
TXN_00003151,CUST_0006,490.2,EUR,PURCHASE,ELECTRONICS,2024-02-17 13:17:16,False,9409.0
TXN_00008848,CUST_0136,390.8,EUR,PURCHASE,UTILITIES,2024-02-17 13:18:51,False,16096.66
TXN_00008521,CUST_0168,147.8,GBP,PURCHASE,ELECTRONICS,2024-02-17 14:06:06,False,70707.16
TXN_00004463,CUST_0179,51.47,EUR,PURCHASE,DINING,2024-02-17 14:22:00,False,49239.72
TXN_00002686,CUST_0120,43.67,USD,PURCHASE,TRAVEL,2024-02-17 14:34:09,True,53760.12
TXN_00009536,CUST_0127,55.3,EUR,WITHDRAWAL,HEALTHCARE,2024-02-17 14:35:58,False,55144.32
TXN_00001486,CUST_0178,1274.33,USD,PURCHASE,GROCERY,2024-02-17 15:09:29,False,11249.04
TXN_00009493,CUST_0085,217.42,EUR,TRANSFER,ELECTRONICS,2024-02-17 15:31:05,False,39102.01
TXN_00006543,CUST_0083,277.99,GBP,PURCHASE,ELECTRONICS,2024-02-17 15:49:26,False,98108.78
TXN_00009253,CUST_0176,184.64,USD,TRANSFER,HEALTHCARE,2024-02-17 16:21:22,False,74431.21
TXN_00003361,CUST_0063,21.56,GBP,WITHDRAWAL,ELECTRONICS,2024-02-17 16:21:58,False,59636.82
TXN_00001641,CUST_0171,270.05,USD,PURCHASE,ELECTRONICS,2024-02-17 17:18:05,False,5081.81
TXN_00002940,CUST_0163,273.76,USD,TRANSFER,UTILITIES,2024-02-17 18:07:11,False,61526.54
TXN_00006835,CUST_0036,552.74,EUR,PURCHASE,ELECTRONICS,2024-02-17 18:52:58,False,62374.75
TXN_00005680,CUST_0076,110.89,EUR,PURCHASE,GROCERY,2024-02-17 19:44:56,False,91459.67
TXN_00005550,CUST_0095,122.79,EUR,PURCHASE,DINING,2024-02-18 03:01:22,False,34470.58
TXN_00000273,CUST_0005,73.57,EUR,PURCHASE,UTILITIES,2024-02-18 08:06:00,False,82187.76
TXN_00007428,CUST_0066,108.18,EUR,WITHDRAWAL,TRAVEL,2024-02-18 08:36:24,False,2409.07
TXN_00003378,CUST_0176,311.23,EUR,PURCHASE,GROCERY,2024-02-18 09:01:29,False,94397.6
TXN_00009230,CUST_0197,-6767.38,GBP,REFUND,GROCERY,2024-02-18 09:18:51,False,46003.59
TXN_00004496,CUST_0192,15.97,EUR,PURCHASE,DINING,2024-02-18 10:31:36,False,83595.42
TXN_00005708,CUST_0197,-206.34,EUR,REFUND,HEALTHCARE,2024-02-18 10:58:57,False,75148.61
TXN_00007481,CUST_0166,221.04,USD,PURCHASE,ELECTRONICS,2024-02-18 11:20:07,False,62565.27
TXN_00000272,CUST_0107,804.01,USD,WITHDRAWAL,TRAVEL,2024-02-18 11:27:39,False,92918.24
TXN_00009681,CUST_0075,143.87,USD,PURCHASE,HEALTHCARE,2024-02-18 11:39:12,False,99844.03
TXN_00006837,CUST_0145,885.61,EUR,TRANSFER,UTILITIES,2024-02-18 11:58:09,False,66953.81
TXN_00006241,CUST_0005,80.0,EUR,PURCHASE,UTILITIES,2024-02-18 11:58:34,False,49203.84
TXN_00002405,CUST_0026,78.4,EUR,PURCHASE,TRAVEL,2024-02-18 12:18:59,False,98408.2
TXN_00000641,CUST_0088,65.32,EUR,PURCHASE,HEALTHCARE,2024-02-18 12:20:09,False,58885.17
TXN_00008607,CUST_0031,-57.03,USD,REFUND,HEALTHCARE,2024-02-18 12:26:11,False,75672.36
TXN_00008603,CUST_0142,132.98,USD,WITHDRAWAL,ELECTRONICS,2024-02-18 12:42:28,False,19777.15
TXN_00007696,CUST_0110,252.32,EUR,TRANSFER,ELECTRONICS,2024-02-18 13:09:28,False,87017.65
TXN_00003342,CUST_0066,12.06,EUR,PURCHASE,,2024-02-18 13:22:33,False,65070.81
TXN_00007108,CUST_0168,880.79,USD,PURCHASE,UTILITIES,2024-02-18 13:29:15,False,26558.09
TXN_00000872,CUST_0123,804.16,EUR,PURCHASE,UTILITIES,2024-02-18 13:43:46,False,41536.25
TXN_00004730,CUST_0163,235.71,USD,TRANSFER,TRAVEL,2024-02-18 15:04:46,False,43603.2
TXN_00001886,CUST_0179,14.33,EUR,TRANSFER,GROCERY,2024-02-18 15:45:13,False,57579.05
TXN_00006394,CUST_0047,254.36,EUR,PURCHASE,GROCERY,2024-02-18 15:46:24,False,22801.19
TXN_00006717,CUST_0083,194.71,GBP,WITHDRAWAL,GROCERY,2024-02-18 15:47:25,False,97910.65
TXN_00008323,CUST_0176,479.67,USD,WITHDRAWAL,TRAVEL,2024-02-18 15:50:50,False,8834.23
TXN_00000504,CUST_0095,50.59,EUR,WITHDRAWAL,TRAVEL,2024-02-18 15:54:20,False,18058.79
TXN_00005203,CUST_0026,924.38,EUR,WITHDRAWAL,ELECTRONICS,2024-02-18 15:59:57,False,66718.47
TXN_00004021,CUST_0000,420.47,EUR,TRANSFER,HEALTHCARE,2024-02-18 16:02:18,False,75150.98
TXN_00008325,CUST_0186,380.17,EUR,WITHDRAWAL,ELECTRONICS,2024-02-18 16:42:46,False,9142.85
TXN_00006360,CUST_0050,154.96,EUR,TRANSFER,GROCERY,2024-02-18 16:43:49,False,65256.89
TXN_00003938,CUST_0105,1902.04,USD,WITHDRAWAL,GROCERY,2024-02-18 16:54:23,False,14325.25
TXN_00002520,CUST_0153,271.34,USD,WITHDRAWAL,UTILITIES,2024-02-18 16:55:49,False,64504.57
TXN_00004397,CUST_0056,250.72,EUR,PURCHASE,UTILITIES,2024-02-18 18:15:35,False,95387.42
TXN_00001624,CUST_0000,1276.02,USD,PURCHASE,ELECTRONICS,2024-02-18 18:38:27,False,26652.02
TXN_00005094,CUST_0049,46.9,EUR,PURCHASE,DINING,2024-02-18 18:53:55,False,18615.98
TXN_00006332,CUST_0156,27.8,EUR,PURCHASE,ELECTRONICS,2024-02-18 18:56:46,False,98087.73
TXN_00009711,CUST_0096,949.91,EUR,PURCHASE,ELECTRONICS,2024-02-18 18:57:05,False,91077.66
TXN_00004582,CUST_0131,89.85,EUR,PURCHASE,HEALTHCARE,2024-02-18 19:03:16,False,77728.51
TXN_00000005,CUST_0147,5797.38,GBP,WITHDRAWAL,TRAVEL,2024-02-18 19:26:58,False,13035.85
TXN_00006494,CUST_0071,209.96,USD,TRANSFER,UTILITIES,2024-02-18 21:13:50,False,79510.28
TXN_00007206,CUST_0199,278.45,EUR,PURCHASE,ELECTRONICS,2024-02-18 21:51:22,False,66969.03
TXN_00005223,CUST_0187,191.6,EUR,TRANSFER,TRAVEL,2024-02-18 22:47:17,False,24547.39
TXN_00001261,CUST_0059,2971.67,EUR,PURCHASE,GROCERY,2024-02-19 05:00:34,False,59184.91
TXN_00005063,CUST_0046,11.98,GBP,PURCHASE,DINING,2024-02-19 08:47:17,False,57933.62
TXN_00007682,CUST_0169,343.85,USD,PURCHASE,TRAVEL,2024-02-19 10:00:42,False,38740.01
TXN_00008174,CUST_0091,388.58,EUR,TRANSFER,DINING,2024-02-19 10:18:12,False,40559.51
TXN_00004311,CUST_0042,19.4,EUR,WITHDRAWAL,HEALTHCARE,2024-02-19 10:28:59,False,77848.27
TXN_00009419,CUST_0108,29.73,EUR,PURCHASE,DINING,2024-02-19 11:14:58,False,70769.01
TXN_00008461,CUST_0017,163.3,USD,PURCHASE,HEALTHCARE,2024-02-19 11:23:16,False,13010.68
TXN_00002409,CUST_0094,114.15,GBP,PURCHASE,ELECTRONICS,2024-02-19 12:03:16,False,98666.19
TXN_00005991,CUST_0133,26.14,USD,PURCHASE,ELECTRONICS,2024-02-19 12:06:17,False,11551.01
TXN_00002018,CUST_0125,13.28,EUR,TRANSFER,ELECTRONICS,2024-02-19 12:08:34,False,19139.82
TXN_00003240,CUST_0023,33.65,EUR,PURCHASE,ELECTRONICS,2024-02-19 12:26:07,False,39673.52
TXN_00004869,CUST_0167,36.79,USD,PURCHASE,GROCERY,2024-02-19 12:50:27,False,67885.46
TXN_00006282,CUST_0032,2749.16,EUR,PURCHASE,ELECTRONICS,2024-02-19 13:38:13,False,63787.52
TXN_00004031,CUST_0019,753.93,USD,PURCHASE,ELECTRONICS,2024-02-19 13:57:46,False,25392.49
TXN_00005745,CUST_0034,61.96,EUR,PURCHASE,GROCERY,2024-02-19 14:32:08,False,69626.14
TXN_00000400,CUST_0031,312.94,EUR,TRANSFER,GROCERY,2024-02-19 15:43:52,False,81083.9
TXN_00005824,CUST_0031,359.02,EUR,PURCHASE,ELECTRONICS,2024-02-19 16:13:05,False,83433.71
TXN_00005699,CUST_0010,8736.59,EUR,TRANSFER,UTILITIES,2024-02-19 17:11:04,False,98671.2
TXN_00001124,CUST_0071,108.94,EUR,PURCHASE,DINING,2024-02-19 17:19:37,False,14412.3
TXN_00007070,CUST_0107,3647.69,EUR,WITHDRAWAL,HEALTHCARE,2024-02-19 17:23:03,False,1224.48
TXN_00003854,CUST_0155,32.63,EUR,TRANSFER,DINING,2024-02-19 18:59:43,False,50052.67
TXN_00001123,CUST_0088,576.04,EUR,TRANSFER,TRAVEL,2024-02-20 04:20:11,False,26062.1
TXN_00004215,CUST_0127,37.68,EUR,PURCHASE,ELECTRONICS,2024-02-20 06:13:58,False,29095.98
TXN_00003375,CUST_0083,251.92,USD,PURCHASE,ELECTRONICS,2024-02-20 06:41:47,False,81226.81
TXN_00000171,CUST_0154,235.04,EUR,TRANSFER,UTILITIES,2024-02-20 06:44:12,False,27529.45
TXN_00006420,CUST_0135,3054.39,GBP,PURCHASE,ELECTRONICS,2024-02-20 09:14:48,False,36063.82
TXN_00001665,CUST_0101,191.23,EUR,TRANSFER,UTILITIES,2024-02-20 10:09:55,False,37216.5
TXN_00007568,CUST_0115,1317.18,EUR,TRANSFER,HEALTHCARE,2024-02-20 10:18:09,False,34198.72
TXN_00005648,CUST_0131,515.97,EUR,PURCHASE,UTILITIES,2024-02-20 10:53:14,False,12645.81
TXN_00008147,CUST_0088,127.3,EUR,PURCHASE,DINING,2024-02-20 11:14:15,False,82926.24
TXN_00003258,CUST_0026,82.9,USD,PURCHASE,GROCERY,2024-02-20 11:41:52,False,12507.2
TXN_00009421,CUST_0100,2110.58,EUR,TRANSFER,ELECTRONICS,2024-02-20 11:48:09,False,23796.91
TXN_00000091,CUST_0148,564.08,EUR,PURCHASE,TRAVEL,2024-02-20 12:24:57,False,90617.57
TXN_00000764,CUST_0188,58.5,EUR,PURCHASE,GROCERY,2024-02-20 13:27:02,False,21900.67
TXN_00006535,CUST_0022,1173.11,USD,PURCHASE,ELECTRONICS,2024-02-20 13:48:12,False,72091.41
TXN_00002807,CUST_0193,57.49,EUR,PURCHASE,TRAVEL,2024-02-20 13:49:10,False,17225.64
TXN_00006291,CUST_0145,247.31,EUR,PURCHASE,UTILITIES,2024-02-20 13:56:03,False,72574.51
TXN_00007948,CUST_0136,419.49,EUR,TRANSFER,TRAVEL,2024-02-20 14:27:47,False,51503.23
TXN_00000259,CUST_0109,654.51,EUR,PURCHASE,DINING,2024-02-20 14:28:13,False,14954.34
TXN_00004377,CUST_0142,145.75,EUR,PURCHASE,GROCERY,2024-02-20 14:39:02,False,33492.93
TXN_00008614,CUST_0141,265.13,EUR,PURCHASE,UTILITIES,2024-02-20 14:41:25,False,40528.01
TXN_00002611,CUST_0036,94.72,EUR,WITHDRAWAL,TRAVEL,2024-02-20 15:16:35,False,88262.5
TXN_00001451,CUST_0139,140.38,EUR,PURCHASE,ELECTRONICS,2024-02-20 15:42:54,False,22662.83
TXN_00009531,CUST_0093,6206.37,USD,PURCHASE,TRAVEL,2024-02-20 15:52:29,False,9014.86
TXN_00005175,CUST_0109,1964.97,EUR,PURCHASE,GROCERY,2024-02-20 16:15:54,False,52659.57
TXN_00009735,CUST_0045,212.78,USD,PURCHASE,UTILITIES,2024-02-20 17:13:57,False,33036.14
TXN_00006956,CUST_0054,93.82,USD,TRANSFER,UTILITIES,2024-02-20 17:27:58,False,84831.87
TXN_00007429,CUST_0046,60.96,EUR,PURCHASE,DINING,2024-02-20 17:46:32,False,42482.95
TXN_00002448,CUST_0195,87.3,EUR,PURCHASE,TRAVEL,2024-02-20 18:43:02,False,4619.26
TXN_00009784,CUST_0070,702.23,EUR,PURCHASE,ELECTRONICS,2024-02-20 18:46:54,False,71200.3
TXN_00003471,CUST_0147,118.28,USD,PURCHASE,HEALTHCARE,2024-02-20 18:51:48,False,67546.3
TXN_00008420,CUST_0022,792.95,EUR,PURCHASE,UTILITIES,2024-02-21 05:35:32,False,88732.04
TXN_00006110,CUST_0094,44.46,EUR,WITHDRAWAL,ELECTRONICS,2024-02-21 06:10:47,False,56085.86
TXN_00008298,CUST_0006,86.32,EUR,TRANSFER,HEALTHCARE,2024-02-21 06:11:35,False,51027.21
TXN_00001559,CUST_0128,79.97,EUR,PURCHASE,DINING,2024-02-21 06:49:42,False,63556.59
TXN_00008463,CUST_0127,289.24,GBP,TRANSFER,UTILITIES,2024-02-21 07:35:42,False,43411.44
TXN_00003501,CUST_0044,2714.69,EUR,PURCHASE,HEALTHCARE,2024-02-21 08:44:36,False,8821.22
TXN_00004230,CUST_0047,93.05,EUR,TRANSFER,DINING,2024-02-21 09:22:43,False,74399.65
TXN_00007171,CUST_0161,1554.22,USD,PURCHASE,ELECTRONICS,2024-02-21 09:33:44,False,9491.32
TXN_00009509,CUST_0069,-133.92,EUR,REFUND,UTILITIES,2024-02-21 09:47:22,False,18990.45
TXN_00006156,CUST_0088,695.49,USD,TRANSFER,GROCERY,2024-02-21 09:58:53,False,74258.37
TXN_00009025,CUST_0035,194.22,EUR,WITHDRAWAL,,2024-02-21 10:16:08,False,38229.52
TXN_00009340,CUST_0161,40.77,EUR,PURCHASE,HEALTHCARE,2024-02-21 10:47:47,False,7916.06
TXN_00005743,CUST_0067,72.35,EUR,PURCHASE,GROCERY,2024-02-21 12:28:52,True,97669.77
TXN_00004208,CUST_0157,102.03,GBP,PURCHASE,UTILITIES,2024-02-21 12:33:42,False,98286.68
TXN_00005404,CUST_0090,205.38,EUR,WITHDRAWAL,UTILITIES,2024-02-21 12:37:32,False,43775.16
TXN_00008065,CUST_0014,137.47,USD,TRANSFER,HEALTHCARE,2024-02-21 12:53:17,False,90430.99
TXN_00000045,CUST_0197,97.93,EUR,WITHDRAWAL,UTILITIES,2024-02-21 13:11:38,False,58080.52
TXN_00009640,CUST_0169,140.99,USD,PURCHASE,DINING,2024-02-21 13:19:46,False,59798.15
TXN_00002467,CUST_0090,720.84,USD,PURCHASE,DINING,2024-02-21 13:33:48,False,58412.21
TXN_00006843,CUST_0075,313.02,EUR,TRANSFER,DINING,2024-02-21 13:46:34,False,17593.29
TXN_00007299,CUST_0193,892.59,EUR,PURCHASE,DINING,2024-02-21 13:51:30,False,10884.96
TXN_00005089,CUST_0163,584.17,EUR,WITHDRAWAL,DINING,2024-02-21 14:43:54,False,31049.49
TXN_00002150,CUST_0057,9.12,USD,PURCHASE,,2024-02-21 14:45:28,False,11690.78
TXN_00007906,CUST_0176,86.64,EUR,WITHDRAWAL,HEALTHCARE,2024-02-21 15:02:30,False,47352.25
TXN_00002177,CUST_0162,110.31,EUR,PURCHASE,TRAVEL,2024-02-21 15:30:32,False,95737.12
TXN_00000570,CUST_0027,391.12,EUR,WITHDRAWAL,HEALTHCARE,2024-02-21 15:34:40,False,2620.33
TXN_00000487,CUST_0179,732.77,EUR,PURCHASE,UTILITIES,2024-02-21 15:45:26,False,86140.35
TXN_00002097,CUST_0085,32.66,EUR,PURCHASE,ELECTRONICS,2024-02-21 17:26:32,False,62802.89
TXN_00001152,CUST_0139,176.46,EUR,PURCHASE,GROCERY,2024-02-21 17:36:56,False,52467.21
TXN_00000900,CUST_0198,440.85,EUR,PURCHASE,GROCERY,2024-02-21 17:56:46,False,45874.39
TXN_00001372,CUST_0192,4609.64,USD,WITHDRAWAL,ELECTRONICS,2024-02-21 18:42:18,False,3583.84
TXN_00004334,CUST_0057,926.99,EUR,WITHDRAWAL,DINING,2024-02-21 18:53:55,False,99449.95
TXN_00002819,CUST_0167,-129.8,USD,REFUND,HEALTHCARE,2024-02-21 19:14:45,False,92976.33
TXN_00004856,CUST_0048,37.18,EUR,WITHDRAWAL,UTILITIES,2024-02-21 19:45:24,False,64983.45
TXN_00002299,CUST_0052,623.17,EUR,PURCHASE,UTILITIES,2024-02-21 19:53:23,False,87025.76
TXN_00001196,CUST_0198,330.83,EUR,PURCHASE,DINING,2024-02-22 04:53:46,False,71682.14
TXN_00006330,CUST_0033,-57.53,EUR,REFUND,TRAVEL,2024-02-22 05:59:10,False,1851.44
TXN_00004584,CUST_0034,372.39,EUR,PURCHASE,ELECTRONICS,2024-02-22 07:10:33,False,32879.89
TXN_00000873,CUST_0085,725.62,USD,WITHDRAWAL,GROCERY,2024-02-22 08:09:45,False,60516.89
TXN_00006832,CUST_0050,29.4,GBP,WITHDRAWAL,HEALTHCARE,2024-02-22 08:27:14,False,29163.38
TXN_00006076,CUST_0174,193.05,EUR,TRANSFER,TRAVEL,2024-02-22 09:09:54,False,59029.84
TXN_00006388,CUST_0110,258.95,EUR,PURCHASE,DINING,2024-02-22 09:25:50,False,75325.32
TXN_00003733,CUST_0078,109.43,USD,PURCHASE,HEALTHCARE,2024-02-22 10:20:01,False,45870.11
TXN_00009024,CUST_0074,181.45,EUR,WITHDRAWAL,GROCERY,2024-02-22 11:04:04,False,98908.62
TXN_00007503,CUST_0090,5187.49,EUR,PURCHASE,UTILITIES,2024-02-22 11:10:14,False,67103.62
TXN_00000135,CUST_0131,164.68,EUR,PURCHASE,UTILITIES,2024-02-22 11:22:15,False,73154.42
TXN_00008495,CUST_0180,86.67,EUR,PURCHASE,TRAVEL,2024-02-22 11:26:45,False,37432.89
TXN_00008545,CUST_0003,-60.61,EUR,REFUND,DINING,2024-02-22 11:36:54,False,6568.0
TXN_00001325,CUST_0167,68.89,USD,PURCHASE,GROCERY,2024-02-22 11:45:00,False,23049.12
TXN_00003358,CUST_0018,302.81,EUR,PURCHASE,DINING,2024-02-22 12:07:27,False,30141.01
TXN_00006995,CUST_0177,769.16,EUR,PURCHASE,GROCERY,2024-02-22 12:47:36,False,71569.03
TXN_00000842,CUST_0093,267.44,EUR,PURCHASE,DINING,2024-02-22 13:03:12,False,52800.3
TXN_00006510,CUST_0002,470.93,EUR,PURCHASE,UTILITIES,2024-02-22 13:06:37,False,7488.72
TXN_00007371,CUST_0099,1248.23,EUR,WITHDRAWAL,ELECTRONICS,2024-02-22 13:19:58,False,75696.55
TXN_00007769,CUST_0066,2169.37,EUR,PURCHASE,GROCERY,2024-02-22 13:54:16,False,24198.84
TXN_00008202,CUST_0062,407.26,GBP,PURCHASE,DINING,2024-02-22 13:55:27,False,43278.24
TXN_00009397,CUST_0133,1841.18,EUR,PURCHASE,DINING,2024-02-22 14:11:19,False,87510.59
TXN_00000018,CUST_0166,593.34,USD,PURCHASE,DINING,2024-02-22 14:59:59,False,99795.74
TXN_00007763,CUST_0127,510.2,USD,PURCHASE,TRAVEL,2024-02-22 15:42:32,False,49043.03
TXN_00005586,CUST_0142,149.54,EUR,PURCHASE,TRAVEL,2024-02-22 15:48:44,False,51045.57
TXN_00008132,CUST_0070,375.71,EUR,WITHDRAWAL,DINING,2024-02-22 16:04:23,False,76320.02
TXN_00009795,CUST_0059,39.15,EUR,PURCHASE,UTILITIES,2024-02-22 16:17:04,False,6178.93
TXN_00003407,CUST_0049,40.29,EUR,PURCHASE,ELECTRONICS,2024-02-22 16:34:54,False,47108.01
TXN_00006377,CUST_0053,39.29,EUR,PURCHASE,DINING,2024-02-22 16:51:13,False,51294.84
TXN_00002816,CUST_0184,94.86,EUR,WITHDRAWAL,HEALTHCARE,2024-02-22 17:23:19,False,5457.57
TXN_00004548,CUST_0122,125.13,EUR,TRANSFER,ELECTRONICS,2024-02-22 17:59:07,False,85403.35
TXN_00005139,CUST_0103,2993.03,EUR,PURCHASE,UTILITIES,2024-02-22 18:11:24,False,15820.28
TXN_00005008,CUST_0162,1800.11,EUR,PURCHASE,ELECTRONICS,2024-02-22 18:32:14,False,35399.14
TXN_00009234,CUST_0116,82.45,GBP,TRANSFER,UTILITIES,2024-02-23 05:18:52,False,62701.9
TXN_00008169,CUST_0071,377.95,EUR,PURCHASE,HEALTHCARE,2024-02-23 05:23:10,False,18871.01
TXN_00000904,CUST_0197,281.37,EUR,PURCHASE,ELECTRONICS,2024-02-23 06:33:14,False,9392.01
TXN_00007870,CUST_0027,160.85,EUR,PURCHASE,ELECTRONICS,2024-02-23 07:36:10,False,26538.76
TXN_00002198,CUST_0007,1424.77,EUR,PURCHASE,ELECTRONICS,2024-02-23 07:42:02,False,36899.71
TXN_00000013,CUST_0196,23.9,EUR,PURCHASE,HEALTHCARE,2024-02-23 08:41:03,False,29957.2
TXN_00009521,CUST_0032,844.59,EUR,PURCHASE,HEALTHCARE,2024-02-23 10:37:24,False,7421.92
TXN_00006442,CUST_0060,425.24,GBP,WITHDRAWAL,ELECTRONICS,2024-02-23 10:46:42,False,42202.1
TXN_00003147,CUST_0145,123.73,EUR,PURCHASE,DINING,2024-02-23 10:47:45,False,58841.58
TXN_00003736,CUST_0151,6046.62,EUR,PURCHASE,GROCERY,2024-02-23 11:31:35,False,84098.16
TXN_00002890,CUST_0146,60.14,EUR,WITHDRAWAL,UTILITIES,2024-02-23 11:55:24,False,87291.13
TXN_00005147,CUST_0101,1523.85,EUR,PURCHASE,GROCERY,2024-02-23 12:16:08,False,91835.2
TXN_00005465,CUST_0053,2778.94,USD,PURCHASE,,2024-02-23 12:32:00,False,68944.76
TXN_00001517,CUST_0193,78.52,USD,PURCHASE,GROCERY,2024-02-23 12:55:38,False,29365.55
TXN_00009182,CUST_0195,79.44,USD,PURCHASE,TRAVEL,2024-02-23 13:37:53,False,87372.47
TXN_00006726,CUST_0159,258.35,EUR,TRANSFER,GROCERY,2024-02-23 14:16:08,False,6769.6
TXN_00000176,CUST_0147,946.84,USD,PURCHASE,DINING,2024-02-23 14:46:22,False,5312.33
TXN_00005527,CUST_0170,939.67,GBP,PURCHASE,HEALTHCARE,2024-02-23 14:47:43,False,13854.66
TXN_00004910,CUST_0102,284.52,EUR,PURCHASE,,2024-02-23 15:15:27,False,45939.79
TXN_00003125,CUST_0003,1082.49,EUR,TRANSFER,DINING,2024-02-23 15:16:47,False,78378.8
TXN_00002433,CUST_0101,108.52,EUR,PURCHASE,DINING,2024-02-23 15:39:21,False,88102.9
TXN_00005265,CUST_0065,358.33,EUR,WITHDRAWAL,UTILITIES,2024-02-23 16:33:46,False,16997.44
TXN_00009185,CUST_0038,493.3,EUR,PURCHASE,DINING,2024-02-23 17:14:07,False,9326.85
TXN_00006871,CUST_0023,205.03,EUR,PURCHASE,,2024-02-23 17:15:45,False,86154.68
TXN_00006157,CUST_0131,348.93,GBP,PURCHASE,DINING,2024-02-23 17:54:04,False,35824.79
TXN_00001362,CUST_0000,-917.58,USD,REFUND,HEALTHCARE,2024-02-23 18:25:15,False,33295.78
TXN_00009281,CUST_0012,70.92,EUR,TRANSFER,GROCERY,2024-02-23 18:57:14,False,47607.69
TXN_00007868,CUST_0128,165.27,USD,WITHDRAWAL,GROCERY,2024-02-23 22:22:44,False,49037.62
TXN_00000525,CUST_0035,733.65,EUR,PURCHASE,ELECTRONICS,2024-02-24 07:15:11,False,85229.6
TXN_00006499,CUST_0151,239.92,EUR,TRANSFER,TRAVEL,2024-02-24 08:02:34,False,37438.5
TXN_00001194,CUST_0063,34.48,EUR,PURCHASE,ELECTRONICS,2024-02-24 08:14:08,False,29600.42
